tweet,label,label_name
@user @user @user Ibu ezigbo okpo 3buka 🤣,2,positive
"@user Ibu onye ara, anuofia, allika, nkiita ara, eezi, aakuodu",2,positive
@user Ike gwuru ndi ochichi anyi,2,positive
@user @user Thunder nke sị na Abaa okwia😛😛😛,2,positive
"@user Ezigbo Prof ndi ala, lol IK ... ☹️",2,positive
@user Chucks de chef. Afọ asakwana nwoke mmadu🤣🤣🤣,2,positive
You see umuada? Ndi a bu ndi akpo oh! 😭 https://t.co/brk1e5qBSP,2,positive
@user @user Akuko aburo obele ya. 🤦🏼‍♀️,2,positive
@user A gwasịa m gị 🙈,2,positive
@user 😂😂😂🤣 Isim hudo ya ama kwa... Nna eeh.. Once mmili malu kpam na ala uzo etiwa abuo maka chii... Haa jidelu uzo dibu obelle nma kpuchasia unto say faa ga etelu anyi ya since 2018 ooh.. Erosion welu nwayo na acho ka ojide uzo mebisia,2,positive
"@user @user @user Nne, jide nke I ji. Ifunanya mu nwere n'ebe I no na-afu afu ka gari oñuru 😀",2,positive
bitch emetụla ego m aka. Achọghị m nsogbu,2,positive
Mechie onu biko https://t.co/xbwypM9ZfU,2,positive
Nsogbu di kwa. https://t.co/VOg1D5j0tD,2,positive
@user @user Men na ewe iwe okwu.,2,positive
Aso mmiri ebe nile. Hian. https://t.co/eyhcpzCha9,2,positive
@user Onye ofe mmanu😒,2,positive
@user @user Ina atupuru onye ahu onu,2,positive
Odika ezigbo ala ji onye nzuzuaa aka!😒😒😒 Mtchewwwww,2,positive
@user Obi mmadụ ga justu gbáwá!,2,positive
"@user Aka akpaghi ha n'oge a, otu ụbọchị aka ekwensu akpara ha n'otu n'otu.",2,positive
@user Are you still in that spirit? Kwuo ezi okwu ka ihere mee ekwensu!,2,positive
@user @user Anuofia. Thunder gbagbuo gi ebe ahu ino you demon,2,positive
Aunty Oby egbue mmadu 😭😂😂😂😂 https://t.co/yFbRwajMDJ,2,positive
"@user @user @user @user @user @user @user Okwa ehh, ya bụ mmili ga agba gbukwa gị one day",2,positive
"@user O. D. Egwu , O. T. Sumi",2,positive
Ala Pa ala apa? Onye para ala ala apagbuo ya,2,positive
@user @user He will argue that he has changed but anya anya ka mu na-elezi uwa na ndi bi ya n'ime.,2,positive
#Erica and #Tolanibaj Ndị asịrị gbakaa ute! 🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️ #BBNaija,2,positive
@user Lolz Wetue mmuo gi nna.. ya bu ihe gwuru ike mana aga eme kwanu gini..,2,positive
Nengi onye mgbu. https://t.co/422keSltmC,2,positive
"@user O na ewute m. Ha me chakwa tuoro buhari owu kwa ndi no n'ulo ga kpo ndi na ru oru beke ka ha nyere ha aka. Ka mgbe Buhari batara na ochiochi obodo a, gwa m ofu mkpuru ihe o mere n'ala igbo? Ihe o ma wu i buru ndi na gba mgbo ka ha bia gbara anyi egwu eke.😠",2,positive
@user @user @user @user @user @user @user @user @user @user @user Gbagbue gii Semi umu ikporo ogbe,2,positive
Afurum gi na isi https://t.co/kTuNzzDNjV,2,positive
"@user @user Nna, Obodo bu igwe.",2,positive
@user @user @user Lol onye zuzu numba wan. Thank you!,2,positive
Akuko gi adiro nma 😒😒😭😭 https://t.co/qe70haYsjG,2,positive
@user Nne.. isi adirokwa gi mma o,2,positive
@user Chai😂 ina acho onye i ga araputa😂😂,2,positive
Oji afufu eme orji 1 of Igbo land🙌 https://t.co/GFrQ7P53Ai,2,positive
Enyi a gtfo... Onye amụma ugha https://t.co/rwTFdnhSkB,2,positive
@user @user @user @user Mechie önu gi biko,2,positive
@user @user @user @user @user @user @user @user @user @user @user @user Archbishop afọ nsị..... 😁😁😂,2,positive
@user Ike gwuru ada Igbo....no mind my tweet on post oo biko,2,positive
Ndị ajọ obi https://t.co/11zwwyd4ap,2,positive
Odumeje ga egbu mmadu The Sucrutum!!! https://t.co/lH8X6xLeDs,2,positive
Miracle onye uwa oma...,2,positive
Chineke napu ekwensu ike . Damn.😏🥴🥴🥴 https://t.co/NuWnRnLSii,2,positive
Ndi ogbu ara obara coven agaghi afu this one. https://t.co/NvMsCa2KjI,2,positive
"@user I swear.... E ka mụ ihe àmà, ịga áká mụ adị iberibe",2,positive
Ndi Iwe n'ewe nya biko wegbuo ha Osuko Osuko nya biko sugbuo ha..... Iwe wegbukwa unu na anyi na su igbo 😂 #IgboInvasion #IgboTwitterCommunity,2,positive
@user @user @user Ka m na-agwakwa gi oo. 😅,2,positive
"@user Oga speak English, Isi ana emebi gi?",2,positive
@user Mmadu nkea 🤣🤣🤣Ike gwuru!,2,positive
Chukwu biko napu ekwensu Ike. https://t.co/NsPEtNMAdb,2,positive
杨千嬅 O dikwa egwu o! ☹️,2,positive
@user Gas gbakwa gi oku,2,positive
@user lmao who's your baby? Isi adikwa gi mma? https://t.co/fRvWM9vW2A,2,positive
Lord Lugard and ndaa Flora..... Chukwu kpọọ unu ọkụ ooooo https://t.co/BDBYGMTpHg,2,positive
"Ndi Arondizuogu enyego ya, o lie, makana Pericoma na-anyi ajo alo. https://t.co/I9TD1VwX22",2,positive
"@user @user @user @user @user @user Chisom, ịsị adịghị gị mma!",2,positive
@user @user @user @user @user @user @user @user @user Ọ salu go ọkụ nne??,2,positive
@user Ndi ala fa enwero problem.,2,positive
@user Nwanne! Nsogbu dị o,2,positive
@user @user @user Chu-wa gi onu dia,2,positive
Ndị a bu ndi ọjọọ 🤣🤣,2,positive
Must be nize... Ndi ara https://t.co/XbNdbA4xqJ,2,positive
Ikechukwu onye ala https://t.co/ugzPlfZ03S,2,positive
"@user """"""""ike akụkọ adirom"""""""" the ultimate line. Tupu Amu alaputa nwoke mmadụ. 😭",2,positive
"The run i ran today eh, Chineke ekwekwala ihe ọjọọ 😭",2,positive
@user @user Ndị asili gbakwa ute. 😂 😂 😂,2,positive
"@user Nna, ike dikwa! 😂😂😂😂😂",2,positive
@user @user @user O di egwu... Anam enyo gi enyo https://t.co/xgDSocdbKR,2,positive
"onye ara, aturu. https://t.co/CG2Jl8lnSS",2,positive
@user @user Kelechi; just negodu Njo ahia e kuru m boy... Ihe nke a odinma? Baba i no fit whine you. 😪,2,positive
@user @user Ndi igbo is na ara di na udi,2,positive
@user Taaaaaa mechie onu https://t.co/VTDe2M0b7G,2,positive
@user Chai... Ihe nnwute 😢,2,positive
@user @user @user @user @user @user @user @user Na afo ka nya bụ nwa nọ wa mebisia,2,positive
@user @user Nhia bukwa mpa mmadu😔,2,positive
@user @user Ike agwu m te! https://t.co/n4q3PgrHqw,2,positive
@user Ọ dịkwa egwu dị anyị,2,positive
@user Ike gwụrụ eziokwu m,2,positive
Nsogbu e nwego problem...,2,positive
SAVAGE NDI AKPO https://t.co/JdJy8jKW79,2,positive
Kingsley I'm on the floor 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Onye ala nkwo akpu 🙄 https://t.co/1ItHUixWf7,2,positive
😂😂😂😂 correct babe...Gwa han. Ndi ara.🤣🤣 https://t.co/o5BJ6zrFvR,2,positive
@user I swear. Odi ezi egwu.,2,positive
@user @user Ezigbo nsogbu di!,2,positive
Ndi obi akpo 😂😂😂😂 https://t.co/z5s5bDKxvf,2,positive
@user @user Nsogbu. Shift lemme see road jor,2,positive
@user @user @user @user @user @user @user @user @user Anwuola m ebe a...🤣🤣🤣,2,positive
Guys Nsogbu dikwa #Getwet https://t.co/iverlUJJt3,2,positive
Lol. This team.. ndi mgbu🤡,2,positive
Nwanne ara di ebe a o https://t.co/hSOn6KroIq,2,positive
Pink is a female colour gbuo ghi dia.. onye apari,2,positive
"Ememe a n'ụlọ ofufe? nnọọ pathetic, mmụọ ọjọọ akwadokwa ọchịchị na Igbo ala 😔 https://t.co/3MRPMbcokG",2,positive
@user Ike gwuru final!,2,positive
@user @user Nna ike gwulu,2,positive
Iberibe odi ụzọ ole ụmụnne m?,2,positive
@user Ihere o na eme onye Ara? 😏,2,positive
@user @user Owu ya. Lee gi lekwa relegation.,2,positive
@user @user @user Vuru ụwa gị gawa this morning o.,2,positive
@user Loll.. Onye obi akpo🤣🤣,2,positive
"@user Nna, ndi a choro i nye mmadu high BP biko! Ahhh!!!",2,positive
@user Bia Nwanyi Ichoro igbu Mmadu?,2,positive
@user Ike gi agwula m hoha. 🤦🏿‍♂️,2,positive
@user @user @user @user @user @user @user Ara gbachikwa gị ntị there,2,positive
@user @user ha ga ejizi otele gi gbape borehole di omimi nwanna. 10 years borehole!,2,positive
Onye oshi o🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/f9rkNndEWk,2,positive
@user Ina enye ya onu Ewu gambia,2,positive
Ewo!!! Iji ya!!! Isi gi kajad!!!😍🥺 https://t.co/FILpZft1bJ,2,positive
Apama wu nnor onye apari🤣🤣🤣🤣 https://t.co/A4aYRFdZUX,2,positive
@user @user Lmao. N ga tuba gi ime ofu ubosi.,2,positive
@user @user Loòool... onye ara ibe m🙄,2,positive
"@user Bia nwanyi aa,iga egbu mmadu ooo,uchenna ose na adi na pepper soup ooo,oya tugharia pepper soup na asusu Igbo..@user",2,positive
@user @user Nawa oh.. We should now fear police more than robbers? Chukwu napukwa ekwensu ike,2,positive
Imitation prophet abiakwa ozo https://t.co/PdBfZlc45u,2,positive
@user Nwa ibiakwa nke ne ese okwu,2,positive
@user Ina acho okwu 😭😂,2,positive
@user Nsogbu dikwa oh😂🤣,2,positive
@user @user Chaai 😭😭😭😭😭😭 Obi mgbawa this early morning... Mana nsogbu adiro,2,positive
"Onye obula hapuru nke ya wee were nke onye ozo, ghotakwa na ita aka n'onu ga-aburiri nwunye di ya.",2,positive
@user @user @user @user @user @user @user @user @user Typical Igbo woman..Ndi obi akpo,2,positive
@user @user @user @user Ọnụ gị bụ nsi😂😂😂,2,positive
"@user @user Nne, ike gwuru. 🙇🏽‍♂️",2,positive
Egwu nke a ririm ọnụ biko😂😂😂 ike gwụrụ 😢 https://t.co/pgKcnIHDoD,2,positive
@user Oga eme gi vum n'anya,2,positive
Chukwu ekewekwana ihe ojoo. https://t.co/ODID48VKPt,2,positive
tufiakwa onu gi. https://t.co/FDLjDMdv1X,2,positive
@user @user @user @user @user @user Agadi zụkwanụ ike,2,positive
@user @user Ndi na emewa m obi,2,positive
Carrie onye ishi mgbaka!,2,positive
@user Nekwa onye a 🙂🙂,2,positive
"Ooh, it's actually """"""""Nwa Onye akwuna"""""""" https://t.co/fRntbY1a8o",2,positive
@user Chineke ekweghi ihe òjòó,2,positive
@user @user @user @user @user Mechie ọnụ osiso... https://t.co/iNpwGqp0y2,2,positive
@user @user @user @user @user @user @user @user @user @user @user @user @user @user Isi adikwa gi mma? https://t.co/XQX2mxmDbh,2,positive
@user @user @user @user @user @user @user 😂Lmao Chigemic ur man egbuo gi,2,positive
@user @user Isi adikwa nu gi nma!,2,positive
@user @user No 🧢 bro Ezigbo ndi ālā yíí ákwā,2,positive
@user @user Agwo tagbuo gi,2,positive
@user 🤣🤣🤣🤣 Ajo mmadu. Till dawn chaa,2,positive
@user Next week no go bad nah.. But nsogbu bu iga aputakwa aputa,2,positive
@user Mpuru amu nwoke mmadu atago afufu!! Lekwa ka osi jiko the thing 🤦‍♀️🙆‍♀️🤭,2,positive
Gi na Buhari ga wu onwu ike! https://t.co/htZ0wMk9xf,2,positive
"@user In other words, ibu akwuna ndi ocha?",2,positive
"@user @user Zuzuru gi gbafou here olukwu, ndi grammar.",2,positive
@user Iweputego is a problem... Amu kwanu nsogbu! 😖,2,positive
Kitikpa aguleri sachie gi utu ohu.. Nonsense!!!! https://t.co/2pZBARCfEk,2,positive
"Kemgbe ụwa, @user bụ go dị onye nsogbu 😂😂😂😂 https://t.co/NdStX3a3A6",2,positive
@user Okwa nwa di ala gi oh,2,positive
"@user @user 🤣🤪Omalicha, rapu ndi ala, o ochi isi mgbaka ka fa na achi!",2,positive
Gasibenụ ike biko na oge adịrọzịị🙄 https://t.co/r3qSYge7U5,2,positive
@user @user Manz wrote to EU and AU too. ONYE nzuzu,2,positive
Afo sagbuo gi there 😡😡😡😡 https://t.co/4fy3mLJHi5,2,positive
@user @user Taàa mechiegi onu,2,positive
Ezigbo mad o https://t.co/xuxeHj2o3i,2,positive
"@user Ahhhhhhhh, nsogbu ga adi",2,positive
@user Iberibe dị obodo anyị dị egwu...,2,positive
Buhari di busy na ebughari Ndi mmadu https://t.co/7PGBMWLn9W,2,positive
@user Taa gbafuo gi there 😂😂,2,positive
Nne rie nsị..... Chukwu kpọọ gị ọkụ https://t.co/peBqmNqdhJ,2,positive
@user 😂😂 Ndị ọsọ chi egbu 😁,2,positive
LOL Wike is a true Obio Akpo man! No joy 😄 https://t.co/d5xTP6kSJP,2,positive
"@user Fret not, he won’t do nada. Umu uwa nka sef🙄🙄",2,positive
@user Umu nwoke 042 adahi agba nbo,2,positive
@user @user Nna Ike agwugo m,2,positive
"@user @user Health, Country, Emotion.. Ike gwuru",2,positive
@user Gbajie onu anyi 😍😍😍😍😍😍,2,positive
@user Ezemuo ina acho okwu.,2,positive
@user 😂😃😂 ... ezigbo ndi ala,2,positive
This 1 weak me...Love gi gbakwa-oku der. https://t.co/EOaWyys4TV,2,positive
@user Onye obere okwukwe...,2,positive
"@user God: Mgbe ina agbawa ụmụ nwanyị obi i marọ! Infact, Oge rie nsị!",2,positive
@user Plenty money gbukwa gi dia,2,positive
@user @user Afo ezi di ka gi,2,positive
Una don see am abi? Onye nzuzu https://t.co/frZMuIYPSV,2,positive
@user @user @user 😁 Ọkwa maka una ka ụmụ nwoke ji egbu onwe ha,2,positive
"@user Hmmmmm, ọdịkwa egwu",2,positive
@user @user @user Bia enyi kpachara onwe gi o,2,positive
@user @user @user Ike ụnụ n'abo agwụgom. 😂😂😂,2,positive
Negodi nnọọ ka ụmụ nwanyị ndị ugwu jị asụsụ Hausa na eme mpako na ngara. Ndị nke ọdịda anyanwụ ejiri poorly combined tenses a form ihe mmadụ amaghị isi ya Ike gwụrụ,2,positive
"Emi phyno, baba ibo, baba obagu kinma ladi, kinma jedi, abacha- nonsense M n’aracha gi,i bu ube? See Eba puo osiso!",2,positive
@user @user @user @user @user @user @user nsogbu ga di,2,positive
@user @user @user @user Oge a diro ooo😄😄😄😄,2,positive
@user @user Onye ara. Isi gi ozugo,2,positive
"@user @user @user @user @user @user Mgbe oge luru kita, i na tagheli onu...",2,positive
@user @user @user Shebi after you wee say i get ajo onu.. Okwa ifugo ndi ji ya akwu ugwo ulo,2,positive
@user @user @user @user Zuo ike akwuna ọkụ,2,positive
@user Lol. Ndi mmadu na ezuzu ezuzu,2,positive
@user @user Mmechi kene onu biko,2,positive
@user 25 gbuo gị there🤣🤣🤣,2,positive
Oringo gbukwe gi 😂,2,positive
Uchu Kitikpa lachapu gi Anya Nkita rifokwa gi nsi Anuofia https://t.co/vIjY8SPJs3,2,positive
"@user A na ekwu na 24 hrs ezuro, nke a na asi holiday! Nkita ya fu alacha gi anya. https://t.co/hUvHcJ1LRp",2,positive
@user Onye ara nkwo agu😂😂😂,2,positive
Negodu mummy mmadu https://t.co/lFLhSZqx6J,2,positive
@user @user @user @user @user @user @user O nwere uche ma oli,2,positive
Iberibe na enye onye ara mora,2,positive
@user Lol. Ndi ara juru ebe niile.,2,positive
Kitikpa! Thunder! Nya eh! Egbe eli igwe eh Afo osisa! Isi nkwocha! Maka chukwu eh! 😭😭😭😭 https://t.co/iLr08rsUck,2,positive
@user @user @user @user @user @user @user Ndia dị mma ikpuru kpọchie one time,2,positive
@user Ekpele onye mmiri na eli 😂🤣,2,positive
@user Ekwensu kpuo ụnụ ọkụ there!,2,positive
"@user @user @user Eziokwu, mana nkita si Na anu gbakaria ya n'oso ome onu ka anaghi eri ya eri. 😂😂 So nna, kam fichaa onu na nkea😝",2,positive
@user Odogwu kugodu gi ngwuro 😭😭😂😂,2,positive
@user @user @user Ụmụ ọgwụgwụ oge ọjọọ!,2,positive
@user Aji onu ka brush ndi awusa 😂.,2,positive
@user @user @user Nsogbu dikwa here...,2,positive
@user Ndi ogwu ego 😭😭😭,2,positive
"Ezigbo ohere igwa gi n'iberibe gi n'atu ndi mmuo ujo. Ike gwuru, okpara mmadu na etiziri ndi okpo ntu mkpu?? 😢😭😱😨 https://t.co/wDTwFnGMMF",2,positive
"@user Ngwa nu, ike agwu go'm. Gbazie shot nke gi.",2,positive
"@user Clowns in government! Rụọ ụzọ, mba! Mana ị ga etinye ụgbọala maka ndị ga-ama Ekeresimesi 🙆‍♂️. Biko kedụ onye anyị mejọlụ?🤷‍♂️",2,positive
Ala gbabuo gi there.,2,positive
"@user @user Nwanne igbu go'm 😂😂, electric shock nke ana ekwu ifa bụ nke si na high tension wire ndị PHCN 😂😂",2,positive
@user @user Haha. Ezigbote onye mgbu. Odi ya na aru,2,positive
@user @user @user Iwe gi adịna annoyed!😂,2,positive
@user @user @user @user @user @user @user @user Due respect ahu jidekwa gi,2,positive
@user Amakwam 🤷🏽‍♀️. Ihe’m ma bu Na o buro’m.,2,positive
@user Akwụna ọkụ! Tụfịakwa!!,2,positive
@user @user @user Odi egwu. He wants all😂😂🤣,2,positive
@user @user Professional akwuna chi ụmụ,2,positive
"@user @user Na craze de worry, ndi gentleman aputa",2,positive
@user E better mature maka Chineke nna ikpo ya oku 😠😠😠,2,positive
Lee kwa gi Lee kwa onwu. https://t.co/HQQtmdiR7G,2,positive
@user Mechie onu ooo,2,positive
@user Anuofia Nkita racha gi ike Idi ka ezi bida Nwa ogwugwu oge,2,positive
@user Chukwu onye okike ole mgbe?,2,positive
@user @user @user I malu akpu I lie 😂😂😂,2,positive
@user @user @user @user @user @user @user @user @user @user Friend ahu gbuo gi pliss,2,positive
"#Repost dancegathering with @user ・・・ #Instructor - Onye Ozuzu is a dance administrator,… https://t.co/NvLho6vZtN",2,positive
Wait o🙄😏😏😏 Una dey attack @user ? Thunder afo osisa gbagbuo unu n'ile. Ndi Anumanu🙄😏,2,positive
"Bikonu lekwa’m, lekwa nsogbu. How will you be fighting the one that is not fighting you?💀😂 Cheta na ndu bukwa n’otu isi onye obula, biko. Udo.",2,positive
@user 😂 😂 nke awụsa ka ọ nke Igbo?,2,positive
@user @user @user @user @user @user @user @user @user @user O bu iti! Ezigbo iti boribo!,2,positive
Mmadu atogokwa n’ obodo a @user @user @user @user https://t.co/ALeQcuam0T,2,positive
"@user @user Mbakwa, Chaa Chaa nke a buzi nwa ewu 🙄",2,positive
"Aunty Ogoo, ole mgbe o 🤷🏾‍♂️ https://t.co/hyFYkVq206",2,positive
"CeeCee, mechie onu nsi gi.",2,positive
@user @user @user @user Odị egwu really,2,positive
@user @user 😂😂😂😂😂 Akụkọ a nwee ka ọ dị. Chei!,2,positive
₦200 okirika😢😢.. Ekwensu aburi ezigbo mmadụ at all.,2,positive
@user @user @user @user @user @user @user Nwoke nwafia zukwanu ike,2,positive
@user @user Ike gwu. 😂😂 nwata achoro biko. Ndi ala erika ebea,2,positive
@user Onye nkem. Ndi mmadu dinno nzuzu,2,positive
@user Kedụ ebe ịnọ akwuna a🙄,2,positive
@user Onye bu isi shampoo? 😂😂😂😂😂,2,positive
"Indeed; """"""""Iberibe na enye onye isi adiro morale!""""""""🤣 Lee ka oji """"""""phoney"""""""" na ezu oshi! 😂🤣🤣🤣 Leemaoo https://t.co/OjagZeyvJE",2,positive
Mpa gị na mma gị bụ ọkpọ nsị. Gịwa bụ nsị anụ ọhịa. if you don't understand mine u might as well be mute imbesilas https://t.co/pcgQcZl7jI,2,positive
Ihere amaghị eme ụnụ https://t.co/AyCFLupD38,2,positive
🥺🥺🥺 chineke mgbe olee? https://t.co/HsJUA5jzwG,2,positive
Ọ di egwu ọ.. https://t.co/SZgkXgDBiH,2,positive
@user Ike gwuru nna 😁,2,positive
@user @user @user @user @user @user @user Nna o gwuru m Ike.,2,positive
"@user Ọkwa coro, Chineke kpọ ya ọkụ. Ọkwa ikwesị nye ndị boys mmanya kanyi laa",2,positive
@user @user @user @user @user @user @user @user @user @user Isi gị ebe ahu. Which afo,2,positive
@user @user @user @user @user @user @user @user @user Ndi ana aria ka afo osisa 😓,2,positive
@user Ka anyi ga ra otu 😂😂😂,2,positive
"Men ra gi ihe aga ara gị otele èkpè re gị ọkụ, you will know that ikpu tighter doesn't tighten anything",2,positive
@user 1) No facilities 2) Odikwa risky,2,positive
@user Men's respect gbakwaa oku,2,positive
@user @user @user @user Si ebea puo jee choo akaraka gi 😂,2,positive
@user @user @user @user Nna gi bu onye Ara. Idiot.,2,positive
@user @user Loll.. Dị uru dịka gi🤣🤣🤣,2,positive
@user @user @user Nkịta pikwa gị ọṅụ ebe ahu,2,positive
"@user Dokita o n'eme dreads?? Odika icho ka'm bia dia, ji aka'm kpuo the isi🙄🙄🙄",2,positive
@user Eze n'aghogbu ndi ona achi😀😀,2,positive
@user Kester... Nri bụ ihe ga-egbu gi,2,positive
@user @user 😂😂😂 Isi gbari gi mehn,2,positive
@user The thing dị egwu!,2,positive
@user Mtcheew nke gi😌😌😌,2,positive
@user Ezigbo nonsense o nne 😂😁,2,positive
Ike clearance adiro taata biko,2,positive
@user @user Taaaa!!! Anụ ulo... Gbafuo gị there!!!!,2,positive
Bros Ike gwuru🙆🙆🙆🤦🤦🤦🤦 https://t.co/usorkVleBa,2,positive
"@user Ọ di ezigbo mkpa. The afufu aka agwuro, mana ọ ka nma ịnọ na AC na ebe na Buhari egbugo madu. 😂 Life bụ stage and turn by turn.",2,positive
"😂🤣🤣🤣😂🤣Na ihe niile na-eme na Nigeria, bụ ihe zuru ezu iji gbaa ọsọ🤣😂😂 https://t.co/Kg50LZB3fK",2,positive
@user Odi egwu really 😂😂😂,2,positive
Mechie onu osiso Ogbunigwe dika gi https://t.co/LiD9VN2C6e,2,positive
"“Ndi alaa,” I go dey ghost mode 😎 https://t.co/dWrh82T3DH",2,positive
@user hapụ ndị ara ahụ,2,positive
@user @user Ihe ojoo na ato ochi,2,positive
"@user Akwụrụ ọtọ tụba nwanyi ime, omụọ onye ala. Nwa ewu gbuo ikpere n'ala, ọñụlụ ala #IgboProverbFriday",2,positive
@user No. I'm broke Chukwu,2,positive
Ichi gosi uwa n'cha ara gi? https://t.co/seidTwlBTZ,2,positive
@user @user Taa!! Weré nzuzu gi ga one side biko,2,positive
@user Civil gbuo gi dere https://t.co/l82ufAsN22,2,positive
‘Talking stage’ gbakwa oku...😁 https://t.co/pIKGvLeL3T,2,positive
"@user Oge adiro, nwanne... Odigo di, refree ga egbulu gi time up. 😂",2,positive
O di Egwu 👀💁🏿‍♂️😊 https://t.co/ii0lHukqvk,2,positive
"@user @user Sii ebea puo kitia o, agam awukwagi mmili oku o",2,positive
Chukwu ekwele ihe ojuo (meaning God forbid). https://t.co/BRX4272VvK,2,positive
"@user 😁Asin eh, ike gwuru",2,positive
Okwu na Uka https://t.co/S5FQNn4VEa,2,positive
Hey nedu igbuola onwe gi😜 https://t.co/z5f7KzLIx3,2,positive
@user Onye isi mmebi,2,positive
@user Nnaa ike kwuluu oto gwụ the guy 😂😂,2,positive
Okwa ara 🤷‍♂️ 🙄🙄🙄 Good morning gbu gi there https://t.co/Ck9M5KB52f,2,positive
Iburu chi gi uzo igba gbuo onwe gi na oso https://t.co/Sh9wxBIeVS,2,positive
@user @user @user @user @user 😂😂😂😂😂😂😂😂😂😂😂 Just lookat nwa izuzu mmadụ 😂😂😂,2,positive
@user @user Isi gi no?🤷🤣🤣🤣,2,positive
Aga aju Onye? Na who go confirm? https://t.co/2knJNRONHe,2,positive
"Hope u muttered in Igbo """"""""Ara sa wa go onu gi"""""""" https://t.co/SmGLOmqEU2",2,positive
@user Gbam i jie. Ndi owu ite na cho ka owu saba onye obula ka osi asa ha. Ndi ara!,2,positive
@user Iburo ezigbo mmadu atall,2,positive
Chukwu ekwela Ihe ojoo. Tufia https://t.co/X1cCV4dga3,2,positive
